INFO    2023-03-16 00:22:55,779 [AWT-EventQueue-0] Mylogger  login - EMP5 Login Successfully
WARN    2023-03-16 03:32:18,184 [AWT-EventQueue-0] net.sf.jasperreports.engine.xml.JRTextFieldFactory  createObject - The 'isStretchWithOverflow' attribute is deprecated. Use the 'textAdjust' attribute instead.
INFO    2023-03-16 11:28:37,664 [AWT-EventQueue-0] com.grocery.main.sub.Login  login - EMP7 Login Successfully
INFO    2023-03-16 11:28:43,980 [AWT-EventQueue-0] com.grocery.main.sub.Home  btn_logoutActionPerformed - EMP7 Logout Successfully
INFO    2023-03-16 11:28:58,358 [AWT-EventQueue-0] com.grocery.main.sub.Login  login - EMP7 Login Successfully
INFO    2023-03-16 11:28:58,358 [AWT-EventQueue-0] com.grocery.main.sub.Login  login - EMP7 Login Successfully
WARN    2023-03-16 11:57:01,019 [AWT-EventQueue-0] net.sf.jasperreports.engine.xml.JRTextFieldFactory  createObject - The 'isStretchWithOverflow' attribute is deprecated. Use the 'textAdjust' attribute instead.
WARN    2023-03-16 11:57:01,019 [AWT-EventQueue-0] net.sf.jasperreports.engine.xml.JRTextFieldFactory  createObject - The 'isStretchWithOverflow' attribute is deprecated. Use the 'textAdjust' attribute instead.
WARN    2023-03-16 11:57:01,022 [AWT-EventQueue-0] net.sf.jasperreports.engine.xml.JRTextFieldFactory  createObject - The 'isStretchWithOverflow' attribute is deprecated. Use the 'textAdjust' attribute instead.
WARN    2023-03-16 11:57:01,022 [AWT-EventQueue-0] net.sf.jasperreports.engine.xml.JRTextFieldFactory  createObject - The 'isStretchWithOverflow' attribute is deprecated. Use the 'textAdjust' attribute instead.
WARN    2023-03-16 11:57:01,024 [AWT-EventQueue-0] net.sf.jasperreports.engine.xml.JRTextFieldFactory  createObject - The 'isStretchWithOverflow' attribute is deprecated. Use the 'textAdjust' attribute instead.
WARN    2023-03-16 11:57:01,024 [AWT-EventQueue-0] net.sf.jasperreports.engine.xml.JRTextFieldFactory  createObject - The 'isStretchWithOverflow' attribute is deprecated. Use the 'textAdjust' attribute instead.
WARN    2023-03-16 12:00:07,857 [AWT-EventQueue-0] net.sf.jasperreports.engine.xml.JRTextFieldFactory  createObject - The 'isStretchWithOverflow' attribute is deprecated. Use the 'textAdjust' attribute instead.
WARN    2023-03-16 12:00:07,857 [AWT-EventQueue-0] net.sf.jasperreports.engine.xml.JRTextFieldFactory  createObject - The 'isStretchWithOverflow' attribute is deprecated. Use the 'textAdjust' attribute instead.
WARN    2023-03-16 12:00:07,858 [AWT-EventQueue-0] net.sf.jasperreports.engine.xml.JRTextFieldFactory  createObject - The 'isStretchWithOverflow' attribute is deprecated. Use the 'textAdjust' attribute instead.
WARN    2023-03-16 12:00:07,858 [AWT-EventQueue-0] net.sf.jasperreports.engine.xml.JRTextFieldFactory  createObject - The 'isStretchWithOverflow' attribute is deprecated. Use the 'textAdjust' attribute instead.
WARN    2023-03-16 12:00:07,859 [AWT-EventQueue-0] net.sf.jasperreports.engine.xml.JRTextFieldFactory  createObject - The 'isStretchWithOverflow' attribute is deprecated. Use the 'textAdjust' attribute instead.
WARN    2023-03-16 12:00:07,859 [AWT-EventQueue-0] net.sf.jasperreports.engine.xml.JRTextFieldFactory  createObject - The 'isStretchWithOverflow' attribute is deprecated. Use the 'textAdjust' attribute instead.
WARN    2023-03-16 12:00:07,861 [AWT-EventQueue-0] net.sf.jasperreports.engine.xml.JRTextFieldFactory  createObject - The 'isStretchWithOverflow' attribute is deprecated. Use the 'textAdjust' attribute instead.
WARN    2023-03-16 12:00:07,861 [AWT-EventQueue-0] net.sf.jasperreports.engine.xml.JRTextFieldFactory  createObject - The 'isStretchWithOverflow' attribute is deprecated. Use the 'textAdjust' attribute instead.
WARN    2023-03-16 12:00:07,861 [AWT-EventQueue-0] net.sf.jasperreports.engine.xml.JRTextFieldFactory  createObject - The 'isStretchWithOverflow' attribute is deprecated. Use the 'textAdjust' attribute instead.
WARN    2023-03-16 12:00:07,861 [AWT-EventQueue-0] net.sf.jasperreports.engine.xml.JRTextFieldFactory  createObject - The 'isStretchWithOverflow' attribute is deprecated. Use the 'textAdjust' attribute instead.
WARN    2023-03-16 12:00:07,862 [AWT-EventQueue-0] net.sf.jasperreports.engine.xml.JRTextFieldFactory  createObject - The 'isStretchWithOverflow' attribute is deprecated. Use the 'textAdjust' attribute instead.
WARN    2023-03-16 12:00:07,862 [AWT-EventQueue-0] net.sf.jasperreports.engine.xml.JRTextFieldFactory  createObject - The 'isStretchWithOverflow' attribute is deprecated. Use the 'textAdjust' attribute instead.
WARN    2023-03-16 12:00:07,863 [AWT-EventQueue-0] net.sf.jasperreports.engine.xml.JRTextFieldFactory  createObject - The 'isStretchWithOverflow' attribute is deprecated. Use the 'textAdjust' attribute instead.
WARN    2023-03-16 12:00:07,863 [AWT-EventQueue-0] net.sf.jasperreports.engine.xml.JRTextFieldFactory  createObject - The 'isStretchWithOverflow' attribute is deprecated. Use the 'textAdjust' attribute instead.
WARN    2023-03-16 12:00:07,865 [AWT-EventQueue-0] net.sf.jasperreports.engine.xml.JRTextFieldFactory  createObject - The 'isStretchWithOverflow' attribute is deprecated. Use the 'textAdjust' attribute instead.
WARN    2023-03-16 12:00:07,865 [AWT-EventQueue-0] net.sf.jasperreports.engine.xml.JRTextFieldFactory  createObject - The 'isStretchWithOverflow' attribute is deprecated. Use the 'textAdjust' attribute instead.
WARN    2023-03-16 12:06:14,915 [AWT-EventQueue-0] net.sf.jasperreports.engine.xml.JRTextFieldFactory  createObject - The 'isStretchWithOverflow' attribute is deprecated. Use the 'textAdjust' attribute instead.
WARN    2023-03-16 12:06:14,915 [AWT-EventQueue-0] net.sf.jasperreports.engine.xml.JRTextFieldFactory  createObject - The 'isStretchWithOverflow' attribute is deprecated. Use the 'textAdjust' attribute instead.
WARN    2023-03-16 12:06:14,917 [AWT-EventQueue-0] net.sf.jasperreports.engine.xml.JRTextFieldFactory  createObject - The 'isStretchWithOverflow' attribute is deprecated. Use the 'textAdjust' attribute instead.
WARN    2023-03-16 12:06:14,917 [AWT-EventQueue-0] net.sf.jasperreports.engine.xml.JRTextFieldFactory  createObject - The 'isStretchWithOverflow' attribute is deprecated. Use the 'textAdjust' attribute instead.
WARN    2023-03-16 12:06:14,918 [AWT-EventQueue-0] net.sf.jasperreports.engine.xml.JRTextFieldFactory  createObject - The 'isStretchWithOverflow' attribute is deprecated. Use the 'textAdjust' attribute instead.
WARN    2023-03-16 12:06:14,918 [AWT-EventQueue-0] net.sf.jasperreports.engine.xml.JRTextFieldFactory  createObject - The 'isStretchWithOverflow' attribute is deprecated. Use the 'textAdjust' attribute instead.
WARN    2023-03-16 12:06:14,919 [AWT-EventQueue-0] net.sf.jasperreports.engine.xml.JRTextFieldFactory  createObject - The 'isStretchWithOverflow' attribute is deprecated. Use the 'textAdjust' attribute instead.
WARN    2023-03-16 12:06:14,919 [AWT-EventQueue-0] net.sf.jasperreports.engine.xml.JRTextFieldFactory  createObject - The 'isStretchWithOverflow' attribute is deprecated. Use the 'textAdjust' attribute instead.
WARN    2023-03-16 12:06:14,920 [AWT-EventQueue-0] net.sf.jasperreports.engine.xml.JRTextFieldFactory  createObject - The 'isStretchWithOverflow' attribute is deprecated. Use the 'textAdjust' attribute instead.
WARN    2023-03-16 12:06:14,920 [AWT-EventQueue-0] net.sf.jasperreports.engine.xml.JRTextFieldFactory  createObject - The 'isStretchWithOverflow' attribute is deprecated. Use the 'textAdjust' attribute instead.
WARN    2023-03-16 12:06:14,921 [AWT-EventQueue-0] net.sf.jasperreports.engine.xml.JRTextFieldFactory  createObject - The 'isStretchWithOverflow' attribute is deprecated. Use the 'textAdjust' attribute instead.
WARN    2023-03-16 12:06:14,921 [AWT-EventQueue-0] net.sf.jasperreports.engine.xml.JRTextFieldFactory  createObject - The 'isStretchWithOverflow' attribute is deprecated. Use the 'textAdjust' attribute instead.
WARN    2023-03-16 12:06:14,922 [AWT-EventQueue-0] net.sf.jasperreports.engine.xml.JRTextFieldFactory  createObject - The 'isStretchWithOverflow' attribute is deprecated. Use the 'textAdjust' attribute instead.
WARN    2023-03-16 12:06:14,922 [AWT-EventQueue-0] net.sf.jasperreports.engine.xml.JRTextFieldFactory  createObject - The 'isStretchWithOverflow' attribute is deprecated. Use the 'textAdjust' attribute instead.
WARN    2023-03-16 12:06:14,923 [AWT-EventQueue-0] net.sf.jasperreports.engine.xml.JRTextFieldFactory  createObject - The 'isStretchWithOverflow' attribute is deprecated. Use the 'textAdjust' attribute instead.
WARN    2023-03-16 12:06:14,923 [AWT-EventQueue-0] net.sf.jasperreports.engine.xml.JRTextFieldFactory  createObject - The 'isStretchWithOverflow' attribute is deprecated. Use the 'textAdjust' attribute instead.
WARN    2023-03-16 12:06:14,924 [AWT-EventQueue-0] net.sf.jasperreports.engine.xml.JRTextFieldFactory  createObject - The 'isStretchWithOverflow' attribute is deprecated. Use the 'textAdjust' attribute instead.
WARN    2023-03-16 12:06:14,924 [AWT-EventQueue-0] net.sf.jasperreports.engine.xml.JRTextFieldFactory  createObject - The 'isStretchWithOverflow' attribute is deprecated. Use the 'textAdjust' attribute instead.
WARN    2023-03-16 12:06:14,925 [AWT-EventQueue-0] net.sf.jasperreports.engine.xml.JRTextFieldFactory  createObject - The 'isStretchWithOverflow' attribute is deprecated. Use the 'textAdjust' attribute instead.
WARN    2023-03-16 12:06:14,925 [AWT-EventQueue-0] net.sf.jasperreports.engine.xml.JRTextFieldFactory  createObject - The 'isStretchWithOverflow' attribute is deprecated. Use the 'textAdjust' attribute instead.
WARN    2023-03-16 12:06:14,927 [AWT-EventQueue-0] net.sf.jasperreports.engine.xml.JRTextFieldFactory  createObject - The 'isStretchWithOverflow' attribute is deprecated. Use the 'textAdjust' attribute instead.
WARN    2023-03-16 12:06:14,927 [AWT-EventQueue-0] net.sf.jasperreports.engine.xml.JRTextFieldFactory  createObject - The 'isStretchWithOverflow' attribute is deprecated. Use the 'textAdjust' attribute instead.
WARN    2023-03-16 12:06:14,928 [AWT-EventQueue-0] net.sf.jasperreports.engine.xml.JRTextFieldFactory  createObject - The 'isStretchWithOverflow' attribute is deprecated. Use the 'textAdjust' attribute instead.
WARN    2023-03-16 12:06:14,928 [AWT-EventQueue-0] net.sf.jasperreports.engine.xml.JRTextFieldFactory  createObject - The 'isStretchWithOverflow' attribute is deprecated. Use the 'textAdjust' attribute instead.
WARN    2023-03-16 12:06:14,929 [AWT-EventQueue-0] net.sf.jasperreports.engine.xml.JRTextFieldFactory  createObject - The 'isStretchWithOverflow' attribute is deprecated. Use the 'textAdjust' attribute instead.
WARN    2023-03-16 12:06:14,929 [AWT-EventQueue-0] net.sf.jasperreports.engine.xml.JRTextFieldFactory  createObject - The 'isStretchWithOverflow' attribute is deprecated. Use the 'textAdjust' attribute instead.
WARN    2023-03-16 12:06:14,930 [AWT-EventQueue-0] net.sf.jasperreports.engine.xml.JRTextFieldFactory  createObject - The 'isStretchWithOverflow' attribute is deprecated. Use the 'textAdjust' attribute instead.
WARN    2023-03-16 12:06:14,930 [AWT-EventQueue-0] net.sf.jasperreports.engine.xml.JRTextFieldFactory  createObject - The 'isStretchWithOverflow' attribute is deprecated. Use the 'textAdjust' attribute instead.
WARN    2023-03-16 12:06:14,930 [AWT-EventQueue-0] net.sf.jasperreports.engine.xml.JRTextFieldFactory  createObject - The 'isStretchWithOverflow' attribute is deprecated. Use the 'textAdjust' attribute instead.
WARN    2023-03-16 12:06:14,930 [AWT-EventQueue-0] net.sf.jasperreports.engine.xml.JRTextFieldFactory  createObject - The 'isStretchWithOverflow' attribute is deprecated. Use the 'textAdjust' attribute instead.
WARN    2023-03-16 12:06:14,931 [AWT-EventQueue-0] net.sf.jasperreports.engine.xml.JRTextFieldFactory  createObject - The 'isStretchWithOverflow' attribute is deprecated. Use the 'textAdjust' attribute instead.
WARN    2023-03-16 12:06:14,931 [AWT-EventQueue-0] net.sf.jasperreports.engine.xml.JRTextFieldFactory  createObject - The 'isStretchWithOverflow' attribute is deprecated. Use the 'textAdjust' attribute instead.
WARN    2023-03-16 12:06:14,932 [AWT-EventQueue-0] net.sf.jasperreports.engine.xml.JRTextFieldFactory  createObject - The 'isStretchWithOverflow' attribute is deprecated. Use the 'textAdjust' attribute instead.
WARN    2023-03-16 12:06:14,932 [AWT-EventQueue-0] net.sf.jasperreports.engine.xml.JRTextFieldFactory  createObject - The 'isStretchWithOverflow' attribute is deprecated. Use the 'textAdjust' attribute instead.
WARN    2023-03-16 12:08:27,137 [AWT-EventQueue-0] net.sf.jasperreports.engine.xml.JRTextFieldFactory  createObject - The 'isStretchWithOverflow' attribute is deprecated. Use the 'textAdjust' attribute instead.
WARN    2023-03-16 12:08:27,137 [AWT-EventQueue-0] net.sf.jasperreports.engine.xml.JRTextFieldFactory  createObject - The 'isStretchWithOverflow' attribute is deprecated. Use the 'textAdjust' attribute instead.
WARN    2023-03-16 12:08:27,137 [AWT-EventQueue-0] net.sf.jasperreports.engine.xml.JRTextFieldFactory  createObject - The 'isStretchWithOverflow' attribute is deprecated. Use the 'textAdjust' attribute instead.
WARN    2023-03-16 12:08:27,137 [AWT-EventQueue-0] net.sf.jasperreports.engine.xml.JRTextFieldFactory  createObject - The 'isStretchWithOverflow' attribute is deprecated. Use the 'textAdjust' attribute instead.
WARN    2023-03-16 12:08:27,138 [AWT-EventQueue-0] net.sf.jasperreports.engine.xml.JRTextFieldFactory  createObject - The 'isStretchWithOverflow' attribute is deprecated. Use the 'textAdjust' attribute instead.
WARN    2023-03-16 12:08:27,138 [AWT-EventQueue-0] net.sf.jasperreports.engine.xml.JRTextFieldFactory  createObject - The 'isStretchWithOverflow' attribute is deprecated. Use the 'textAdjust' attribute instead.
WARN    2023-03-16 12:08:27,138 [AWT-EventQueue-0] net.sf.jasperreports.engine.xml.JRTextFieldFactory  createObject - The 'isStretchWithOverflow' attribute is deprecated. Use the 'textAdjust' attribute instead.
WARN    2023-03-16 12:08:27,138 [AWT-EventQueue-0] net.sf.jasperreports.engine.xml.JRTextFieldFactory  createObject - The 'isStretchWithOverflow' attribute is deprecated. Use the 'textAdjust' attribute instead.
WARN    2023-03-16 12:08:27,139 [AWT-EventQueue-0] net.sf.jasperreports.engine.xml.JRTextFieldFactory  createObject - The 'isStretchWithOverflow' attribute is deprecated. Use the 'textAdjust' attribute instead.
WARN    2023-03-16 12:08:27,139 [AWT-EventQueue-0] net.sf.jasperreports.engine.xml.JRTextFieldFactory  createObject - The 'isStretchWithOverflow' attribute is deprecated. Use the 'textAdjust' attribute instead.
WARN    2023-03-16 12:08:27,140 [AWT-EventQueue-0] net.sf.jasperreports.engine.xml.JRTextFieldFactory  createObject - The 'isStretchWithOverflow' attribute is deprecated. Use the 'textAdjust' attribute instead.
WARN    2023-03-16 12:08:27,140 [AWT-EventQueue-0] net.sf.jasperreports.engine.xml.JRTextFieldFactory  createObject - The 'isStretchWithOverflow' attribute is deprecated. Use the 'textAdjust' attribute instead.
WARN    2023-03-16 12:08:27,140 [AWT-EventQueue-0] net.sf.jasperreports.engine.xml.JRTextFieldFactory  createObject - The 'isStretchWithOverflow' attribute is deprecated. Use the 'textAdjust' attribute instead.
WARN    2023-03-16 12:08:27,140 [AWT-EventQueue-0] net.sf.jasperreports.engine.xml.JRTextFieldFactory  createObject - The 'isStretchWithOverflow' attribute is deprecated. Use the 'textAdjust' attribute instead.
WARN    2023-03-16 12:08:27,141 [AWT-EventQueue-0] net.sf.jasperreports.engine.xml.JRTextFieldFactory  createObject - The 'isStretchWithOverflow' attribute is deprecated. Use the 'textAdjust' attribute instead.
WARN    2023-03-16 12:08:27,141 [AWT-EventQueue-0] net.sf.jasperreports.engine.xml.JRTextFieldFactory  createObject - The 'isStretchWithOverflow' attribute is deprecated. Use the 'textAdjust' attribute instead.
WARN    2023-03-16 12:08:27,142 [AWT-EventQueue-0] net.sf.jasperreports.engine.xml.JRTextFieldFactory  createObject - The 'isStretchWithOverflow' attribute is deprecated. Use the 'textAdjust' attribute instead.
WARN    2023-03-16 12:08:27,142 [AWT-EventQueue-0] net.sf.jasperreports.engine.xml.JRTextFieldFactory  createObject - The 'isStretchWithOverflow' attribute is deprecated. Use the 'textAdjust' attribute instead.
WARN    2023-03-16 12:08:27,142 [AWT-EventQueue-0] net.sf.jasperreports.engine.xml.JRTextFieldFactory  createObject - The 'isStretchWithOverflow' attribute is deprecated. Use the 'textAdjust' attribute instead.
WARN    2023-03-16 12:08:27,142 [AWT-EventQueue-0] net.sf.jasperreports.engine.xml.JRTextFieldFactory  createObject - The 'isStretchWithOverflow' attribute is deprecated. Use the 'textAdjust' attribute instead.
WARN    2023-03-16 12:08:27,143 [AWT-EventQueue-0] net.sf.jasperreports.engine.xml.JRTextFieldFactory  createObject - The 'isStretchWithOverflow' attribute is deprecated. Use the 'textAdjust' attribute instead.
WARN    2023-03-16 12:08:27,143 [AWT-EventQueue-0] net.sf.jasperreports.engine.xml.JRTextFieldFactory  createObject - The 'isStretchWithOverflow' attribute is deprecated. Use the 'textAdjust' attribute instead.
WARN    2023-03-16 12:08:27,143 [AWT-EventQueue-0] net.sf.jasperreports.engine.xml.JRTextFieldFactory  createObject - The 'isStretchWithOverflow' attribute is deprecated. Use the 'textAdjust' attribute instead.
WARN    2023-03-16 12:08:27,143 [AWT-EventQueue-0] net.sf.jasperreports.engine.xml.JRTextFieldFactory  createObject - The 'isStretchWithOverflow' attribute is deprecated. Use the 'textAdjust' attribute instead.
WARN    2023-03-16 12:08:27,144 [AWT-EventQueue-0] net.sf.jasperreports.engine.xml.JRTextFieldFactory  createObject - The 'isStretchWithOverflow' attribute is deprecated. Use the 'textAdjust' attribute instead.
WARN    2023-03-16 12:08:27,144 [AWT-EventQueue-0] net.sf.jasperreports.engine.xml.JRTextFieldFactory  createObject - The 'isStretchWithOverflow' attribute is deprecated. Use the 'textAdjust' attribute instead.
WARN    2023-03-16 12:08:27,144 [AWT-EventQueue-0] net.sf.jasperreports.engine.xml.JRTextFieldFactory  createObject - The 'isStretchWithOverflow' attribute is deprecated. Use the 'textAdjust' attribute instead.
WARN    2023-03-16 12:08:27,144 [AWT-EventQueue-0] net.sf.jasperreports.engine.xml.JRTextFieldFactory  createObject - The 'isStretchWithOverflow' attribute is deprecated. Use the 'textAdjust' attribute instead.
WARN    2023-03-16 12:08:27,145 [AWT-EventQueue-0] net.sf.jasperreports.engine.xml.JRTextFieldFactory  createObject - The 'isStretchWithOverflow' attribute is deprecated. Use the 'textAdjust' attribute instead.
WARN    2023-03-16 12:08:27,145 [AWT-EventQueue-0] net.sf.jasperreports.engine.xml.JRTextFieldFactory  createObject - The 'isStretchWithOverflow' attribute is deprecated. Use the 'textAdjust' attribute instead.
WARN    2023-03-16 12:08:27,145 [AWT-EventQueue-0] net.sf.jasperreports.engine.xml.JRTextFieldFactory  createObject - The 'isStretchWithOverflow' attribute is deprecated. Use the 'textAdjust' attribute instead.
WARN    2023-03-16 12:08:27,145 [AWT-EventQueue-0] net.sf.jasperreports.engine.xml.JRTextFieldFactory  createObject - The 'isStretchWithOverflow' attribute is deprecated. Use the 'textAdjust' attribute instead.
WARN    2023-03-16 12:08:27,146 [AWT-EventQueue-0] net.sf.jasperreports.engine.xml.JRTextFieldFactory  createObject - The 'isStretchWithOverflow' attribute is deprecated. Use the 'textAdjust' attribute instead.
WARN    2023-03-16 12:08:27,146 [AWT-EventQueue-0] net.sf.jasperreports.engine.xml.JRTextFieldFactory  createObject - The 'isStretchWithOverflow' attribute is deprecated. Use the 'textAdjust' attribute instead.
INFO    2023-03-16 12:29:40,930 [AWT-EventQueue-0] com.grocery.main.sub.Home  btn_logoutActionPerformed - EMP7 Logout Successfully
INFO    2023-03-16 12:29:40,930 [AWT-EventQueue-0] com.grocery.main.sub.Home  btn_logoutActionPerformed - EMP7 Logout Successfully
ERROR   2023-03-16 12:30:28,016 [AWT-EventQueue-0] com.grocery.main.sub.Login  login - EMP7 Dosn't match usertype
ERROR   2023-03-16 12:30:28,016 [AWT-EventQueue-0] com.grocery.main.sub.Login  login - EMP7 Dosn't match usertype
ERROR   2023-03-16 12:30:28,016 [AWT-EventQueue-0] com.grocery.main.sub.Login  login - EMP7 Dosn't match usertype
ERROR   2023-03-16 12:30:40,881 [AWT-EventQueue-0] com.grocery.main.sub.Login  login - EMP7 username and password do not match
ERROR   2023-03-16 12:30:40,881 [AWT-EventQueue-0] com.grocery.main.sub.Login  login - EMP7 username and password do not match
ERROR   2023-03-16 12:30:40,881 [AWT-EventQueue-0] com.grocery.main.sub.Login  login - EMP7 username and password do not match
ERROR   2023-03-16 12:30:46,652 [AWT-EventQueue-0] com.grocery.main.sub.Login  login - EMP7 username and password do not match
ERROR   2023-03-16 12:30:46,652 [AWT-EventQueue-0] com.grocery.main.sub.Login  login - EMP7 username and password do not match
ERROR   2023-03-16 12:30:46,652 [AWT-EventQueue-0] com.grocery.main.sub.Login  login - EMP7 username and password do not match
ERROR   2023-03-16 12:30:53,076 [AWT-EventQueue-0] com.grocery.main.sub.Login  login - EMP7 username and password do not match
ERROR   2023-03-16 12:30:53,076 [AWT-EventQueue-0] com.grocery.main.sub.Login  login - EMP7 username and password do not match
ERROR   2023-03-16 12:30:53,076 [AWT-EventQueue-0] com.grocery.main.sub.Login  login - EMP7 username and password do not match
ERROR   2023-03-16 12:31:02,602 [AWT-EventQueue-0] com.grocery.main.sub.Login  login - EMP7 username and password do not match
ERROR   2023-03-16 12:31:02,602 [AWT-EventQueue-0] com.grocery.main.sub.Login  login - EMP7 username and password do not match
ERROR   2023-03-16 12:31:02,602 [AWT-EventQueue-0] com.grocery.main.sub.Login  login - EMP7 username and password do not match
INFO    2023-03-16 12:31:12,437 [AWT-EventQueue-0] com.grocery.main.sub.Login  login - EMP1 Login Successfully
INFO    2023-03-16 12:31:12,437 [AWT-EventQueue-0] com.grocery.main.sub.Login  login - EMP1 Login Successfully
INFO    2023-03-16 12:31:12,437 [AWT-EventQueue-0] com.grocery.main.sub.Login  login - EMP1 Login Successfully
INFO    2023-03-16 12:31:35,852 [AWT-EventQueue-0] com.grocery.main.sub.Login  login - EMP7 Login Successfully
